30
55,6,-46,-78,-88,-75,-48,-43,-60,-51,-3,53,95,181,128,
38,15,-21,-50,-68,-70,-60,-55,-52,-18,49,48,48,127,93,
18,9,-33,-33,-33,-61,-56,-13,-19,-24,33,40,23,123,83,
-2,-34,-15,-11,-71,-93,-60,21,-14,-29,43,85,38,80,85,
14,-24,-7,-10,-83,-114,-85,17,-5,-27,80,94,3,38,70,
60,-1,-37,-71,-100,-105,-69,-3,-22,-21,82,75,-5,13,87,
104,12,-34,-54,-62,-61,-46,-48,-65,-43,54,51,-15,-4,39,
153,35,-10,-27,-52,-71,-48,12,-21,-51,-9,47,-27,-65,-61,
268,94,11,-42,-79,-95,-77,-3,13,-59,-55,12,-54,-115,-104,
397,179,9,-95,-158,-183,-164,-86,-8,-53,-30,8,-35,-58,-70,
364,189,-10,-124,-193,-223,-211,-139,26,-22,0,102,17,-19,-63,
336,199,-15,-134,-206,-239,-231,-166,-1,-13,-7,129,79,36,-40,
340,206,-17,-140,-213,-248,-242,-182,1,19,-26,43,103,85,-36,
341,205,-11,-133,-206,-240,-233,-170,26,20,-27,8,49,88,-37,
341,201,-10,-132,-204,-238,-232,-169,22,22,-15,46,58,34,-46,
340,200,-20,-142,-215,-250,-245,-185,-6,25,-7,113,95,32,-49,
341,199,-21,-143,-217,-251,-246,-186,-9,24,-5,89,74,55,-28,
345,197,-17,-140,-214,-250,-248,-196,-46,57,-11,60,92,47,-17,
330,183,-24,-147,-222,-259,-259,-209,-67,103,9,125,120,32,-31,
328,171,-24,-145,-220,-258,-258,-210,-78,122,18,130,148,31,-43,
334,178,-20,-141,-216,-253,-254,-207,-77,159,26,102,128,23,-61,
337,184,-15,-136,-210,-247,-246,-198,-65,158,22,64,98,20,-74,
337,197,-14,-137,-211,-249,-248,-200,-70,154,28,60,98,35,-75,
355,180,-25,-144,-216,-250,-244,-186,-30,82,52,77,51,49,-73,
369,186,-28,-148,-219,-252,-244,-181,-10,62,65,47,1,46,-58,
364,193,-30,-150,-223,-257,-251,-191,-31,63,49,51,9,68,-32,
334,210,-30,-154,-228,-264,-260,-204,-44,65,17,104,60,54,-38,
313,234,-27,-155,-231,-269,-267,-216,-68,111,21,151,83,20,-59,
295,221,-25,-154,-232,-270,-271,-221,-79,136,23,209,84,12,-42,
263,155,-1,-129,-206,-243,-239,-183,-17,106,57,185,56,-25,-108,
26
172,11,-43,-53,-46,-69,-88,-73,-34,-28,-22,31,46,-7,-13,
164,52,-2,-22,-47,-82,-96,-75,-35,-31,-28,18,42,0,-5,
213,60,16,-17,-84,-131,-140,-112,-63,-37,-4,52,41,8,-8,
284,126,1,-95,-159,-188,-181,-127,-30,-12,12,133,73,-12,-60,
317,139,-39,-147,-213,-242,-232,-164,21,2,11,183,134,73,-56,
362,155,-36,-150,-220,-252,-245,-184,-11,21,5,140,143,88,-48,
375,171,-30,-148,-220,-256,-255,-205,-72,75,8,66,126,128,-8,
376,178,-35,-156,-229,-267,-266,-218,-86,85,9,87,174,125,-24,
379,183,-33,-154,-227,-263,-261,-208,-60,71,0,87,195,75,-68,
373,179,-37,-157,-230,-266,-264,-209,-53,45,-17,75,195,113,-39,
365,168,-44,-164,-237,-274,-272,-222,-83,102,16,102,130,174,-2,
355,160,-41,-158,-230,-266,-265,-216,-80,129,19,87,142,133,-16,
348,150,-49,-166,-238,-273,-269,-215,-60,98,26,129,111,163,-17,
351,158,-47,-165,-237,-272,-268,-213,-58,103,31,114,95,148,-32,
354,158,-35,-150,-221,-256,-254,-204,-62,120,8,67,132,83,-31,
350,164,-37,-154,-226,-262,-260,-209,-64,120,8,69,122,100,-31,
334,170,-29,-147,-220,-256,-254,-204,-69,162,36,48,88,124,-50,
304,162,-1,-118,-191,-226,-225,-177,-55,144,45,39,119,19,-118,
245,114,9,-104,-179,-216,-215,-164,-28,111,42,74,110,20,-89,
249,104,-4,-109,-180,-216,-215,-167,-42,150,62,57,93,51,-72,
291,138,6,-101,-173,-211,-216,-180,-83,107,41,38,103,31,-66,
266,104,11,-71,-137,-180,-195,-174,-97,79,43,49,92,-14,-66,
210,65,3,-62,-130,-174,-185,-156,-60,169,58,105,77,-54,-110,
207,83,29,-79,-162,-204,-208,-164,-47,193,65,59,114,6,-111,
204,93,22,-108,-191,-231,-229,-173,-15,127,80,106,106,55,-97,
194,82,47,-87,-176,-217,-214,-153,15,137,126,91,78,-18,-151,
24
370,189,-40,-164,-240,-279,-280,-232,-90,68,-48,20,187,130,43,
362,169,-50,-172,-246,-284,-283,-232,-78,41,-48,44,224,180,47,
344,159,-39,-160,-234,-271,-272,-223,-84,90,-21,54,213,192,48,
338,160,-34,-154,-228,-266,-267,-221,-88,118,-17,44,210,169,32,
355,165,-35,-155,-229,-267,-267,-221,-88,131,-12,36,165,182,12,
365,171,-33,-153,-227,-265,-266,-219,-87,116,-19,17,116,214,29,
373,172,-30,-149,-223,-261,-261,-213,-69,50,-58,-19,112,214,46,
371,165,-36,-155,-229,-267,-267,-219,-81,72,-42,-3,113,278,45,
373,160,-41,-160,-235,-273,-276,-233,-114,134,-13,19,137,273,47,
381,162,-41,-160,-234,-271,-272,-227,-103,125,-7,26,112,251,27,
380,159,-48,-167,-241,-279,-281,-235,-108,129,-9,36,102,216,74,
375,166,-45,-165,-240,-279,-281,-237,-110,117,-29,23,174,175,44,
362,178,-35,-156,-231,-271,-273,-230,-107,112,-28,18,189,137,16,
353,172,-37,-159,-233,-272,-275,-232,-111,164,-3,24,84,157,79,
344,160,-40,-160,-235,-275,-279,-239,-129,229,4,19,108,222,61,
339,165,-22,-142,-216,-256,-261,-223,-113,203,-19,-16,94,204,6,
345,181,-20,-142,-217,-258,-262,-222,-102,124,-53,-34,118,167,8,
362,181,-17,-137,-212,-252,-257,-217,-100,121,-41,-21,115,122,5,
332,168,-20,-139,-213,-251,-253,-209,-89,87,-3,27,117,141,4,
280,146,5,-116,-193,-234,-239,-200,-88,87,-10,23,159,95,5,
236,117,42,-86,-172,-218,-226,-187,-67,103,-19,39,195,14,-38,
223,96,54,-49,-139,-190,-203,-171,-64,104,-6,49,143,-32,-91,
227,115,61,-66,-152,-195,-197,-146,4,45,-2,114,58,-71,-129,
177,95,78,-91,-182,-223,-217,-149,83,27,53,165,26,-17,-100,
36
165,162,161,35,-15,7,166,28,-20,22,72,-60,-234,-356,-430,
268,173,185,-2,-76,-80,21,-5,-92,-62,36,-65,-117,-217,-309,
237,158,183,-10,-88,-97,-13,53,-63,-29,38,-63,-85,-206,-310,
209,170,184,-8,-85,-97,-24,93,-46,-31,47,-34,-108,-227,-317,
196,176,182,-7,-83,-95,-27,75,-37,-23,32,-24,-91,-225,-319,
201,172,184,-13,-90,-104,-43,63,-35,-13,47,-31,-74,-210,-309,
228,174,183,-19,-97,-111,-46,112,-20,34,19,-103,-131,-213,-306,
226,181,168,-19,-95,-107,-42,83,-19,29,-27,-117,-110,-174,-282,
197,177,140,-32,-106,-121,-64,109,-26,-7,45,-77,-100,-150,-244,
217,178,128,-47,-125,-145,-101,56,-22,-16,95,-50,-68,-124,-233,
232,160,134,-50,-131,-156,-118,37,1,-9,75,-55,-70,-100,-212,
230,159,148,-35,-115,-136,-89,80,-10,13,64,-90,-115,-143,-231,
224,174,142,-30,-106,-121,-62,119,-30,-1,17,-115,-139,-137,-206,
211,178,127,-36,-109,-125,-65,141,-34,-14,51,-98,-133,-140,-205,
220,172,125,-37,-111,-125,-61,109,-55,-35,84,-95,-138,-141,-196,
228,148,148,-33,-110,-123,-48,100,-63,-19,24,-130,-146,-122,-208,
239,146,117,-35,-108,-117,-36,91,-54,5,-46,-162,-161,-76,-174,
260,152,116,-17,-84,-84,35,11,-76,-19,-61,-167,-174,-135,-206,
252,156,168,0,-71,-66,81,-24,-90,-20,-69,-178,-191,-178,-245,
239,137,159,12,-60,-53,125,-41,-106,-48,-39,-159,-180,-179,-245,
217,101,64,-10,-67,-59,94,-42,-114,-70,67,-99,-122,-97,-185,
168,61,2,-36,-52,-18,69,-45,-87,-30,117,-49,-67,-84,-180,
144,22,-27,-40,-23,36,73,-40,-74,-21,82,-39,-71,-108,-186,
174,53,-13,-45,-43,5,10,-65,-87,-44,47,-14,-56,-84,-136,
209,84,5,-48,-78,-75,-34,-7,-48,-57,-18,12,-29,-80,-123,
235,95,30,-25,-64,-61,15,1,-81,-84,-29,-28,-58,-83,-142,
269,100,5,-49,-66,-30,55,-40,-87,-66,-8,-37,-65,-100,-164,
299,101,6,-36,-31,13,-17,-62,-60,-46,-71,-76,-37,-91,-178,
279,118,50,8,-11,-9,-21,-62,-76,-56,-68,-99,-91,-121,-201,
246,113,54,7,-16,15,21,-81,-114,-67,14,-101,-143,-150,-187,
197,90,44,9,-10,33,41,-81,-117,-67,46,-77,-109,-128,-200,
183,65,33,22,0,20,26,-82,-118,-70,27,-72,-71,-96,-213,
195,67,14,-4,2,60,14,-82,-111,-73,-4,-62,-88,-119,-191,
223,122,77,21,-11,26,47,-86,-132,-107,-28,-77,-124,-164,-225,
236,152,152,57,-2,19,60,-71,-116,-83,-36,-134,-198,-247,-295,
232,157,160,77,27,64,8,-94,-119,-59,-45,-163,-216,-255,-299,
32
-162,-122,-42,29,86,185,253,256,160,102,25,33,-60,-225,-315,
-173,-131,-45,35,84,192,263,272,160,102,25,32,-59,-225,-317,
-111,-92,-59,-3,88,169,266,267,158,64,7,28,-89,-237,-320,
-60,20,47,29,41,5,-4,-12,-47,-43,18,97,229,-19,-147,
-49,29,44,27,29,-7,-22,-34,-58,-50,14,111,247,-2,-130,
-54,14,12,-14,-29,-69,-94,-88,-54,7,114,170,217,90,-42,
-124,-80,-88,-131,-145,-130,-88,-14,53,81,190,334,217,198,80,
-115,-108,-118,-130,-128,-111,-73,9,107,93,183,319,175,159,68,
6,-44,-90,-123,-142,-144,-116,-39,84,88,149,322,139,73,18,
209,28,-73,-136,-170,-175,-148,-82,4,49,137,272,123,21,-53,
270,112,-35,-134,-196,-222,-209,-141,29,50,85,171,109,70,-65,
318,167,-22,-140,-211,-243,-233,-166,23,64,91,77,38,130,-59,
357,199,-24,-149,-224,-260,-256,-201,-53,90,87,138,61,111,-39,
358,196,-32,-158,-233,-270,-268,-216,-76,151,105,156,85,137,-56,
343,175,-37,-160,-235,-271,-270,-220,-85,209,119,156,71,145,-26,
330,158,-41,-162,-236,-273,-272,-222,-88,245,125,161,80,196,-19,
328,154,-43,-163,-237,-274,-273,-224,-93,260,120,183,91,189,-16,
336,165,-41,-163,-237,-274,-273,-223,-91,231,116,170,77,159,-14,
355,183,-37,-159,-233,-269,-267,-214,-70,166,89,134,60,111,-32,
354,178,-44,-168,-242,-280,-280,-231,-101,231,86,152,93,170,-25,
352,166,-49,-171,-245,-283,-282,-235,-107,284,93,170,120,154,-49,
351,168,-54,-176,-251,-289,-290,-244,-120,362,95,209,126,121,-55,
350,163,-55,-177,-252,-290,-290,-244,-120,306,104,160,108,177,-51,
340,157,-55,-176,-251,-288,-287,-239,-109,235,93,170,94,216,-35,
340,158,-53,-174,-249,-286,-287,-239,-110,214,52,144,109,219,3,
334,146,-55,-174,-249,-287,-288,-242,-118,201,54,193,148,170,4,
313,145,-53,-174,-249,-288,-289,-245,-122,210,36,155,155,200,55,
301,187,-51,-178,-255,-294,-296,-250,-122,211,29,164,117,220,54,
290,218,-40,-170,-247,-286,-286,-238,-102,185,49,202,108,147,-22,
295,224,-37,-166,-243,-281,-281,-231,-90,153,37,198,118,88,-48,
287,200,-26,-155,-231,-268,-266,-214,-68,178,75,176,117,32,-107,
241,125,-2,-128,-204,-240,-235,-176,-15,200,159,118,112,-34,-171,
35
87,90,79,-84,-163,-195,-182,-108,99,125,260,59,-9,-29,-100,
276,168,41,-99,-178,-214,-206,-140,30,128,172,23,-22,-41,-132,
297,230,22,-104,-176,-205,-190,-112,80,82,89,-10,-22,-46,-162,
268,225,22,-98,-166,-193,-175,-93,97,85,89,8,-1,-86,-198,
281,240,14,-108,-178,-207,-193,-116,61,54,112,23,-21,-47,-140,
288,245,2,-122,-195,-227,-217,-150,22,82,149,41,-13,-11,-102,
277,212,-8,-127,-197,-228,-218,-151,23,108,189,29,-35,-24,-79,
290,214,-2,-120,-190,-220,-209,-141,43,99,108,29,-25,-40,-108,
309,250,15,-109,-182,-213,-202,-133,41,101,76,-27,-61,-33,-79,
300,251,22,-101,-172,-202,-189,-119,32,102,118,-43,-92,-77,-89,
288,234,9,-111,-180,-209,-194,-119,63,105,137,-21,-65,-59,-119,
304,241,1,-122,-193,-224,-211,-138,58,90,153,-9,-59,-33,-86,
318,245,2,-124,-197,-229,-217,-146,43,63,166,8,-59,-30,-51,
297,221,9,-112,-183,-212,-197,-118,42,19,140,18,-51,-23,-52,
296,209,5,-114,-183,-212,-195,-114,39,12,149,18,-52,-17,-44,
353,234,3,-123,-197,-229,-217,-145,52,47,137,23,-57,-41,-57,
360,215,-10,-137,-211,-245,-237,-172,17,58,103,87,-13,7,-43,
346,156,-18,-140,-214,-248,-242,-178,0,33,60,133,19,88,52,
324,112,-44,-150,-216,-245,-233,-160,70,18,63,122,6,90,94,
298,80,-53,-150,-211,-237,-221,-140,151,2,59,102,-8,57,113,
21,70,39,32,-21,-84,-106,-87,-24,74,104,149,126,-75,-170,
23,78,41,31,-28,-90,-111,-90,-21,83,103,161,119,-82,-176,
28,62,19,-7,-55,-101,-115,-86,-2,114,105,152,117,-39,-123,
11,3,-61,-113,-136,-131,-96,-35,60,250,156,100,90,45,-3,
-42,-32,-56,-117,-150,-144,-92,11,103,218,203,105,115,71,-7,
-59,32,-53,-126,-150,-133,-69,61,115,192,194,87,121,59,-57,
-26,12,-31,-103,-133,-122,-58,72,102,194,149,59,99,26,-89,
4,11,-37,-98,-122,-103,-31,57,80,198,129,68,55,-19,-85,
26,7,-42,-78,-94,-83,-33,55,78,168,129,14,24,0,-108,
17,28,-15,-74,-103,-93,-28,117,106,167,113,13,1,-50,-134,
4,34,2,-79,-115,-102,-23,206,106,197,67,-14,-1,-41,-136,
38,29,-21,-82,-107,-84,9,158,104,219,50,-11,-5,-77,-164,
77,55,-34,-91,-108,-80,19,143,91,179,72,-1,-36,-109,-176,
117,68,-40,-100,-117,-86,16,84,59,174,97,12,-39,-116,-177,
155,86,-7,-69,-92,-68,40,54,2,119,51,-48,-39,-117,-221,
31
65,72,216,209,350,98,6,-56,-136,-188,-180,-45,-113,-266,-330,
167,135,183,247,239,112,-53,-140,-186,-201,-188,-115,-34,-244,-342,
274,140,181,197,141,91,-103,-191,-223,-200,-116,-42,-98,-235,-332,
274,173,234,210,191,37,-120,-203,-239,-226,-151,-38,-137,-231,-296,
260,176,258,196,213,-1,-148,-228,-261,-246,-162,-2,-106,-180,-238,
259,151,206,208,180,9,-145,-229,-265,-250,-161,33,-129,-174,-190,
241,143,191,232,194,-16,-161,-242,-276,-261,-173,4,-107,-120,-114,
217,142,189,221,205,6,-144,-227,-262,-248,-168,-54,-124,-132,-102,
218,140,169,269,221,50,-112,-201,-243,-239,-178,-91,-156,-189,-164,
223,150,184,272,253,22,-127,-211,-250,-241,-164,-41,-168,-210,-185,
238,166,220,242,228,-1,-142,-223,-258,-245,-155,52,-164,-217,-217,
222,156,210,253,249,-2,-144,-222,-253,-235,-136,28,-146,-200,-229,
203,157,210,245,243,25,-121,-204,-241,-233,-165,-34,-126,-189,-214,
183,158,221,230,211,68,-84,-174,-221,-228,-191,-122,-151,-194,-190,
178,154,223,219,190,103,-66,-158,-204,-212,-190,-183,-209,-214,-166,
175,157,235,210,171,132,-48,-146,-193,-189,-109,-126,-242,-280,-255,
179,151,226,185,121,186,-27,-136,-185,-177,-73,-96,-234,-285,-290,
194,137,197,158,77,181,-31,-149,-195,-178,-39,-107,-233,-263,-231,
209,127,174,122,35,87,9,-125,-172,-148,-3,-93,-195,-231,-246,
226,158,232,78,-1,13,134,-60,-128,-126,-72,-94,-177,-248,-302,
225,191,236,53,-16,-7,169,-38,-125,-133,-72,-79,-192,-265,-309,
257,186,219,34,-39,-41,70,1,-90,-90,-45,-93,-182,-264,-326,
265,173,206,21,-59,-75,-12,46,-59,-72,-33,-65,-153,-245,-313,
259,150,108,-20,-97,-122,-87,47,14,-25,6,-46,-118,-183,-243,
224,91,27,-55,-120,-146,-123,-17,82,14,123,28,-84,-140,-182,
199,46,-26,-82,-127,-147,-128,-49,111,67,143,61,-61,-110,-129,
214,80,20,-64,-133,-164,-148,-64,127,36,79,66,-30,-106,-175,
215,92,66,-30,-115,-151,-136,-44,142,8,31,49,-54,-152,-223,
205,85,86,-16,-111,-149,-132,-30,97,6,97,-5,-111,-164,-202,
205,89,109,-15,-114,-154,-137,-34,94,12,155,-50,-148,-174,-169,
197,88,120,-19,-119,-158,-141,-46,61,30,151,-35,-101,-121,-164,
34
1,49,34,33,6,-40,-50,-29,0,38,71,99,148,-89,-197,
-16,36,19,13,-13,-63,-77,-51,-7,35,88,120,192,-15,-132,
-34,-35,-44,-75,-110,-126,-115,-77,-19,60,229,185,185,164,20,
15,-35,-85,-111,-131,-145,-134,-83,11,99,297,151,129,218,18,
52,10,-42,-100,-135,-136,-96,-13,33,95,221,50,77,106,-64,
166,80,-26,-98,-135,-131,-69,50,0,45,136,-16,8,18,-140,
323,250,124,-25,-95,-111,-68,-19,-62,-47,-14,-64,-89,-186,-280,
304,248,173,25,-34,-33,-7,-56,-80,-71,-123,-153,-114,-196,-307,
234,201,223,60,3,25,50,-34,-38,-46,-158,-207,-193,-219,-309,
236,188,277,73,14,61,70,-40,-25,-57,-195,-251,-242,-229,-300,
252,184,310,110,53,122,9,-76,-51,-20,-200,-278,-298,-288,-294,
245,189,278,160,121,140,-34,-106,-100,-54,-183,-265,-295,-297,-307,
247,178,260,163,126,115,-57,-126,-111,55,-161,-256,-285,-293,-323,
234,176,258,176,143,85,-68,-133,-118,63,-160,-261,-291,-289,-298,
218,165,240,179,148,84,-76,-147,-148,-48,-122,-230,-259,-251,-262,
235,177,254,188,144,58,-82,-151,-160,-104,-125,-212,-239,-237,-258,
224,173,245,180,137,67,-71,-137,-134,-37,-145,-246,-277,-261,-234,
193,162,240,162,128,77,-67,-137,-142,-58,-93,-202,-236,-235,-250,
215,157,232,152,92,80,-67,-146,-160,-91,-85,-199,-231,-213,-206,
225,153,227,146,73,79,-57,-142,-159,-90,-88,-211,-251,-232,-183,
209,147,220,131,45,19,-66,-139,-153,-77,-16,-176,-221,-207,-181,
203,128,197,110,30,89,-8,-123,-147,-66,-35,-183,-216,-202,-220,
216,126,195,102,19,81,22,-107,-129,-46,-104,-201,-206,-173,-240,
214,122,186,79,-8,9,59,-78,-109,-29,-87,-189,-198,-162,-216,
232,151,198,46,-23,1,128,-61,-98,-12,-81,-196,-225,-222,-250,
234,166,223,41,-30,-20,126,-27,-79,-4,-61,-190,-241,-262,-287,
239,152,216,23,-57,-64,33,4,-83,-53,-48,-173,-225,-223,-192,
240,150,191,-1,-84,-100,-31,57,-70,-59,-19,-146,-203,-197,-152,
260,183,103,-38,-110,-130,-88,30,-4,32,26,-130,-179,-181,-189,
272,184,88,-45,-116,-137,-100,23,16,40,32,-127,-183,-192,-198,
271,148,69,-32,-95,-111,-70,52,25,16,-21,-107,-144,-178,-232,
246,146,94,-44,-121,-145,-109,38,34,18,53,-95,-149,-171,-210,
207,102,135,-30,-125,-159,-135,-12,99,46,111,-96,-162,-178,-196,
194,88,136,-25,-125,-162,-141,-31,121,49,146,-65,-133,-167,-216,
31
39,45,3,-42,-73,-84,-72,-44,-6,54,135,117,91,-9,-97,
34,54,18,-49,-90,-101,-88,-59,-19,48,152,163,99,-12,-91,
42,40,45,-50,-101,-112,-98,-74,-39,29,140,175,100,-12,-82,
80,56,38,-40,-96,-123,-126,-109,-70,-4,93,154,91,7,-49,
181,78,22,-28,-80,-116,-131,-129,-113,-75,13,135,55,1,-36,
225,81,2,-60,-111,-143,-150,-131,-90,-43,16,115,71,-5,-35,
143,89,45,-53,-126,-159,-153,-100,-15,15,34,25,22,51,-12,
158,90,44,-61,-138,-173,-165,-104,39,118,53,-14,-15,34,-51,
295,202,20,-104,-177,-211,-202,-136,45,83,128,46,-62,-94,-110,
306,268,39,-85,-158,-193,-187,-126,35,74,75,2,-106,-143,-131,
290,269,48,-71,-144,-179,-178,-130,-11,67,53,21,-78,-130,-141,
290,269,34,-91,-165,-202,-201,-155,-37,113,80,68,-11,-84,-139,
288,262,4,-123,-198,-233,-228,-170,-18,105,84,87,49,7,-101,
290,264,7,-120,-194,-230,-226,-172,-37,82,53,27,6,47,-17,
278,250,-5,-132,-207,-243,-240,-188,-54,113,101,91,43,57,-42,
275,243,-1,-125,-199,-234,-231,-178,-47,103,119,117,46,5,-85,
282,247,16,-103,-176,-213,-214,-172,-76,45,84,97,28,-27,-75,
283,246,12,-108,-180,-215,-211,-158,-29,72,74,96,3,-50,-94,
288,247,8,-112,-184,-216,-207,-145,8,93,130,93,-2,-85,-167,
294,243,21,-95,-164,-195,-188,-132,-20,52,120,55,-39,-98,-152,
304,248,32,-83,-152,-184,-176,-118,-1,31,64,38,-68,-123,-153,
295,243,30,-86,-155,-187,-180,-118,34,17,0,22,-50,-97,-107,
295,246,11,-110,-181,-212,-201,-128,106,46,83,28,-81,-109,-107,
301,255,3,-120,-191,-222,-210,-136,98,54,142,30,-80,-107,-126,
316,258,6,-117,-189,-220,-209,-138,66,77,107,9,-67,-89,-128,
315,238,11,-112,-185,-218,-210,-147,34,93,76,28,-65,-98,-116,
278,156,25,-96,-170,-205,-200,-141,15,107,58,36,-8,-52,-115,
264,144,33,-86,-161,-194,-184,-114,64,48,46,36,-10,-64,-139,
269,164,42,-84,-158,-190,-176,-101,92,88,82,4,-44,-116,-200,
215,107,88,-58,-147,-184,-173,-97,123,133,117,-7,-61,-136,-221,
196,91,76,-43,-133,-174,-167,-97,148,62,53,38,-50,-121,-178,
29
79,62,166,69,-28,-45,9,142,119,102,71,29,-197,-334,-414,
167,82,130,74,-45,-71,-15,130,68,121,43,34,-199,-352,-439,
263,146,207,8,-79,-101,-55,80,28,49,50,-59,-186,-309,-389,
270,164,223,-3,-89,-113,-70,80,13,6,11,-95,-179,-265,-334,
251,156,239,0,-90,-118,-81,89,3,-41,-5,-65,-157,-233,-292,
243,151,200,-22,-108,-131,-85,124,-24,-41,32,-74,-138,-183,-242,
240,157,194,-25,-108,-128,-76,46,-53,-36,89,-70,-112,-157,-242,
217,148,215,-16,-101,-122,-78,4,-50,-20,103,-61,-95,-151,-244,
209,147,227,-10,-93,-111,-56,12,-58,-19,120,-52,-89,-186,-285,
200,150,249,6,-75,-91,-32,18,-49,-4,73,-75,-130,-214,-296,
208,156,265,14,-69,-86,-32,1,-68,-43,90,-77,-156,-209,-263,
223,162,321,37,-45,-57,-19,-60,-103,-67,34,-64,-128,-207,-285,
226,166,337,53,-27,-30,2,-79,-127,-104,-14,-60,-133,-209,-280,
231,173,316,85,6,24,68,-83,-144,-140,-79,-105,-191,-248,-287,
222,160,285,96,19,50,7,-114,-159,-138,-56,-105,-177,-222,-263,
225,155,262,112,41,74,-55,-155,-190,-157,0,-69,-167,-217,-267,
